SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
266101,1,Cash loans,F,N,Y,0,225000,867951,25506,724500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-20441,-11719,-3182,-3920,1,1,0,1,0,0,2,2,2,MONDAY,18,0,0,0,0,0,0,Medicine,0.528431838,0.399675616,5,0,5,0,-2097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
252583,1,Cash loans,F,N,Y,0,148500,447453,24403.5,373500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.010147,-20482,365243,-9876,-3477,1,0,0,1,0,0,2,2,2,MONDAY,13,0,0,0,0,0,0,XNA,0.662512983,,5,0,5,0,-266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
115011,1,Cash loans,M,Y,N,0,67500,343377,19840.5,283500,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.018029,-11122,-665,-3370,-3373,1,1,0,1,0,0,1,3,3,THURSDAY,8,0,0,0,0,0,0,Security,0.195911256,,19,3,19,3,-310,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250432,1,Cash loans,F,N,Y,0,108000,269550,14620.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-12738,-861,-6160,-1366,1,1,0,1,1,0,2,2,2,FRIDAY,15,0,0,0,0,0,0,Other,0.125631381,0.490257512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
293569,0,Cash loans,F,N,Y,0,135000,781920,28215,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006296,-15696,-8821,-8028,-4266,1,1,1,1,0,0,2,3,3,THURSDAY,9,0,0,0,0,1,1,Medicine,0.668165906,0.345784802,0,0,0,0,-1708,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130574,0,Cash loans,M,Y,N,1,112500,270000,20893.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.008474,-11583,-3407,-1945,-4174,1,1,1,1,0,0,3,2,2,MONDAY,18,0,0,0,1,1,0,Business Entity Type 3,0.532266334,0.45969045,0,0,0,0,-1670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
133470,1,Revolving loans,M,N,Y,1,67500,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-12475,-2382,-237,-4619,1,1,0,1,0,0,3,2,2,TUESDAY,9,0,0,0,0,1,1,Self-employed,0.621073119,0.754406173,1,0,1,0,-378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
410200,0,Revolving loans,F,N,Y,0,87840,135000,6750,135000,Unaccompanied,Working,Higher education,Married,Co-op apartment,0.00733,-10653,-929,-39,-787,1,1,0,1,1,0,2,2,2,TUESDAY,12,0,0,0,0,0,0,Mobile,0.463819712,0.581483706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
333227,0,Cash loans,F,N,N,0,189000,561384,53433,540000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-17105,-1470,-9585,-655,1,1,0,1,0,0,2,2,2,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.667457647,0.775155267,0,0,0,0,-1480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417404,0,Cash loans,M,Y,Y,0,171000,323460,26064,270000,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.031329,-17610,-116,-521,-1166,1,1,0,1,0,0,2,2,2,MONDAY,12,0,0,0,1,1,0,Security,0.627525324,0.554946769,2,1,2,1,-1740,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
203709,1,Cash loans,F,N,Y,0,117000,360000,28570.5,360000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01452,-17792,-3301,-4209,-1136,1,1,0,1,0,0,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Agriculture,0.257936475,0.324891229,0,0,0,0,-483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
197312,0,Cash loans,F,N,Y,0,72000,203760,11826,180000,Family,Working,Secondary / secondary special,Married,House / apartment,0.0105,-14346,-565,-7937,-3835,1,1,1,1,0,0,2,3,3,WEDNESDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.429701698,0.810618022,0,0,0,0,-1002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227792,1,Cash loans,F,N,N,1,135000,830214,24403.5,693000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-13979,-536,-5450,-4549,1,1,0,1,0,0,3,2,2,TUESDAY,16,0,0,0,0,0,0,Industry: type 11,0.178163087,0.450747282,0,0,0,0,-1592,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
188567,1,Cash loans,M,Y,Y,0,157500,1256400,36864,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-19466,-1564,-11608,-2991,1,1,0,1,1,0,2,2,2,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.355125644,0.162441998,2,0,2,0,-628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
268293,1,Cash loans,M,Y,Y,1,135000,1125000,33025.5,1125000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.002134,-13545,-717,-2036,-641,1,1,1,1,0,0,3,3,3,TUESDAY,13,0,0,0,0,0,0,Agriculture,0.040960671,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
295595,0,Cash loans,F,N,Y,0,36000,382500,14895,382500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-22914,365243,-4236,-4259,1,0,0,1,0,0,2,2,2,FRIDAY,14,0,0,0,0,0,0,XNA,0.423496853,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136341,1,Cash loans,M,N,N,0,202500,536917.5,30109.5,463500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-18300,-1767,-5000,-1827,1,1,0,1,1,0,1,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.513982556,,0,0,0,0,-1105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
422459,0,Cash loans,F,N,N,0,202500,284400,15880.5,225000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.019101,-24050,365243,-7898,-4255,1,0,0,1,0,0,2,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,0.583399977,0.812822607,3,1,3,0,-1527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
422282,1,Cash loans,F,N,N,2,67500,269550,14620.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-13545,-2986,-4364,-4733,1,1,1,1,1,0,4,2,2,WEDNESDAY,10,0,0,0,0,0,0,Postal,0.40727014,0.150085176,0,0,0,0,-676,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249224,1,Cash loans,F,N,Y,0,67500,239850,23850,225000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-24745,365243,-7883,-4473,1,0,0,1,1,0,2,3,3,FRIDAY,8,0,0,0,0,0,0,XNA,0.392082073,0.75037515,1,0,1,0,-1027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
214534,0,Cash loans,F,N,Y,0,65250,129519,12744,121500,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.031329,-23774,365243,-15727,-4588,1,0,0,1,0,0,1,2,2,MONDAY,9,0,0,0,0,0,0,XNA,0.216240874,0.470456116,3,2,3,2,-1689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
171251,0,Revolving loans,M,Y,Y,0,157500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.02461,-7714,-1140,-509,-376,1,1,0,1,1,0,2,2,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.538277117,0.29109738,2,1,2,1,-345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
181782,1,Cash loans,F,N,Y,0,225000,900000,38263.5,900000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-23166,365243,-8311,-4720,1,0,0,1,0,0,2,1,1,THURSDAY,11,0,0,0,0,0,0,XNA,0.620954746,,0,0,0,0,-2493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
242055,1,Cash loans,M,N,Y,0,135000,728847,26307,553500,"Spouse, partner",Working,Secondary / secondary special,Single / not married,House / apartment,0.020713,-19307,-1646,-7951,-2842,1,1,0,1,1,0,1,3,2,TUESDAY,5,0,0,0,0,0,0,Business Entity Type 3,0.486906196,0.598926218,1,0,1,0,-1474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
266741,1,Cash loans,F,N,Y,0,360000,1287418.5,37773,1008000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.005002,-19828,365243,-11181,-3337,1,0,0,1,0,0,2,3,3,WEDNESDAY,15,0,0,0,1,0,0,XNA,0.599230939,0.6577838,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
402116,0,Cash loans,M,Y,Y,1,135000,454500,46570.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-16679,-1216,-391,-230,1,1,0,1,0,0,3,3,3,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.634926477,0.799296783,0,0,0,0,-732,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433348,1,Cash loans,F,Y,N,0,247500,935640,88834.5,900000,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-14029,-3047,-7997,-2675,1,1,1,1,1,0,2,1,1,SUNDAY,18,0,0,0,0,0,0,Bank,0.786906249,,0,0,0,0,-1633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
415925,1,Cash loans,M,N,Y,0,135000,545040,25537.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.008866,-11682,-391,-1322,-1841,1,1,0,1,0,0,1,2,2,WEDNESDAY,14,0,0,0,1,1,0,Industry: type 1,0.200557935,0.15951954,0,0,0,0,-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
373133,0,Cash loans,M,Y,N,0,112500,472500,17487,472500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-20216,-1915,-12681,-3413,1,1,0,1,0,0,2,2,2,FRIDAY,13,0,0,0,0,0,0,Self-employed,0.511578698,,4,0,4,0,-2242,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
229012,1,Cash loans,F,N,N,0,27000,215640,11290.5,180000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-19360,365243,-8599,-2913,1,0,0,1,0,0,2,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,0.254166717,0.53527625,4,1,4,1,-1046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155536,0,Cash loans,F,N,Y,0,157500,755190,33264,675000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-16950,-4889,-6533,-482,1,1,0,1,1,0,2,2,2,WEDNESDAY,21,0,0,0,0,0,0,Medicine,0.670542198,0.492060094,1,0,1,0,-2143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
184498,1,Cash loans,F,N,N,0,112500,270000,21330,270000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.019689,-21798,365243,-1030,-5028,1,0,0,1,0,0,2,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,0.351174374,0.391054977,7,0,7,0,-1348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
396870,1,Cash loans,F,N,Y,0,180000,1027327.5,43654.5,945000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.003069,-22707,365243,-982,-4599,1,0,0,1,0,0,2,3,3,FRIDAY,12,0,0,0,0,0,0,XNA,0.042213932,0.729566691,0,0,0,0,-654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143799,0,Cash loans,F,Y,N,1,112500,848745,36090,675000,Unaccompanied,Commercial associate,Higher education,Married,Office apartment,0.014464,-19046,-9912,-8420,-2485,1,1,0,1,1,0,3,2,2,MONDAY,10,0,0,0,0,0,0,Security Ministries,0.682149402,0.434733249,1,0,1,0,-1687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434014,1,Cash loans,F,N,Y,2,112500,98910,8617.5,90000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-13698,-721,-1882,-5165,1,1,1,1,1,0,4,3,3,TUESDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.327844802,0.331250865,0,0,0,0,-838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
420669,1,Cash loans,F,N,N,2,162000,545040,36553.5,450000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-9341,-398,-9,-71,1,1,0,1,0,0,4,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.516353001,,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
396377,0,Cash loans,F,N,Y,1,202500,1575000,41679,1575000,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.018801,-17725,-2450,-10549,-1257,1,1,0,1,1,0,3,2,2,TUESDAY,15,0,0,0,0,0,0,Bank,0.486283418,0.544234741,1,0,1,0,-289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
384682,1,Cash loans,F,N,Y,1,112500,521280,28408.5,450000,Other_B,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-10027,-1246,-8881,-2637,1,1,1,1,0,0,3,2,2,WEDNESDAY,14,0,0,0,0,0,0,Self-employed,0.459689205,0.694092643,0,0,0,0,-1942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259524,1,Cash loans,M,N,Y,0,157500,805536,32940,720000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,0.007274,-7808,-537,-313,-481,1,1,0,1,0,0,1,2,2,TUESDAY,17,0,0,0,0,0,0,Trade: type 3,0.077288153,,0,0,0,0,-245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
191230,1,Cash loans,F,N,N,0,135000,545040,26509.5,450000,Family,Commercial associate,Higher education,Single / not married,With parents,0.006852,-8672,-648,-3371,-1336,1,1,0,1,0,0,1,3,3,TUESDAY,6,0,0,0,1,1,0,Self-employed,0.228451342,0.472253343,0,0,0,0,-489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246563,1,Cash loans,M,Y,Y,0,225000,1298911.5,42030,1017000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-18417,-4564,-5016,-1978,1,1,0,1,0,0,2,2,2,SATURDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.663992861,0.576208836,3,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167209,0,Cash loans,F,N,Y,0,315000,1525482,42079.5,1363500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-17438,-4019,-758,-962,1,1,0,1,0,0,2,2,2,THURSDAY,12,0,0,0,0,0,0,Medicine,0.618094012,0.701695774,0,0,0,0,-2241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335900,0,Cash loans,M,Y,Y,2,180000,364896,28827,315000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.003122,-11340,-4316,-5914,-3990,1,1,1,1,0,0,4,3,3,THURSDAY,9,0,1,1,0,1,1,Business Entity Type 3,0.721163735,0.7136314,0,0,0,0,-272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
315020,1,Cash loans,M,N,Y,0,166500,472500,25762.5,472500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-21353,-411,-5085,-3544,1,1,0,1,0,0,2,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.254934369,0.612704244,3,2,3,2,-15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386126,0,Cash loans,F,N,N,1,112500,622188,26284.5,472500,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.003069,-10769,-3197,-395,-1761,1,1,0,1,0,0,3,3,3,MONDAY,13,0,0,0,0,1,1,Other,0.225837109,0.198620045,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
133244,0,Cash loans,M,N,Y,2,225000,630000,30307.5,630000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-15488,-225,-5335,-4226,1,1,0,1,0,1,4,3,3,TUESDAY,9,0,0,0,0,0,0,Self-employed,0.522673939,,0,0,0,0,-747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
